Location,Area,No. of Bedrooms,Price
Nalasopara West,500,1,2250000
Nala Sopara,550,1,2400000
Nala Sopara,630,1,2150000
Nala Sopara,580,1,2300000
Nalasopara West,630,1,2250000
Nalasopara West,525,1,2500000
Nala Sopara,580,1,2600000
Nalasopara West,500,1,2440000
Nala Sopara,560,1,2500000
Nala Sopara,580,1,2300000
Nala Sopara,555,1,2600000
Nala Sopara,620,1,2400000
Nala Sopara,585,1,2400000
Nala Sopara,545,1,2330000
Nala Sopara,560,1,2550000
Nala Sopara,620,1,2500000
Nala Sopara,580,1,2265000
Nala Sopara,580,1,2400000
Nala Sopara,585,1,2925000
Nalasopara West,355,1,2300000
Nalasopara West,620,1,2400000
Nalasopara West,580,1,2150000
Nala Sopara,594,1,2200000
Nala Sopara,760,1,2445000
Nalasopara West,590,1,2450000
Nala Sopara,575,1,2150000
Nala Sopara,580,1,2156000
Nala Sopara,550,1,2450000
Nala Sopara,585,1,2700000
Nala Sopara,585,1,2565000
Nala Sopara,525,1,2500000
Nala Sopara,580,1,2450000
Nala Sopara,560,1,2800000
Nala Sopara,572,1,2600000
Nala Sopara,620,1,2400000
Nala Sopara,555,1,2305000
Nala Sopara,560,1,2450000
Nalasopara West,585,1,2515000
Nala Sopara,545,1,13000000
Nala Sopara,594,1,13000000
Nala Sopara,555,1,31000000
Nala Sopara,545,1,14500000
Nala Sopara,710,2,22000000
Jogeshwari West,750,1,14000000
Jogeshwari West,750,1,14600000
Nerul,1825,3,9800000
Thane West,1100,2,13899999
Belapur,1800,3,3400000
Belapur,1225,2,9800000
Kandivali West,829,2,15100000
Kandivali West,720,1,42600000
Kandivali West,893,2,2500000
Mira Road East,380,1,4000000
Goregaon West,600,1,16000000
Borivali West,1050,2,19500000
Nerul,2000,3,15000000
Boisar,930,2,15000000
Kalyan West,720,1,4300000
Andheri West,650,1,8600000
Andheri West,1000,2,10500000
Andheri West,650,1,13000000
Andheri West,650,1,8500000
Kalyan West,595,1,3200000
Kandivali East,575,1,19800000
Kalyan West,999,2,18000000
Parel,510,1,3100000
Santacruz East,450,1,17000000
Kalyan West,390,1,3400000
Malad West,677,2,17500000
Malad West,614,2,12000000
Ambernath East,827,1,8600000
Chembur,1020,1,18500000
Naigaon East,407,1,23000000
Juhu,1050,2,47500000
Kandivali West,610,1,3700000
Thane West,900,2,2799000
Borivali West,1100,2,2599000
Kandivali West,907,3,2599000
Goregaon East,2085,4,48000000
Taloja,550,1,74500000
Thane West,334,1,24500000
Thane West,334,1,23400000
Thane West,334,1,12800000
Santacruz West,2100,4,16399999
Goregaon East,3600,4,21000000
Wadala,906,2,13799999
Thane West,1150,3,13000000
Thane West,687,2,15500000
Thane West,808,2,14000000
Thane West,1153,3,15800000
Thane West,746,2,22000000
Thane West,713,2,13000000
Thane West,828,2,8200000
Thane West,811,2,39600000
Thane West,848,2,26800000
Thane West,1234,3,11900000
Thane West,698,2,20299999
Thane West,450,1,15500000
Thane West,1753,4,19500000
Thane West,1324,3,13000000
Thane West,598,2,16600000
Thane West,991,3,16600000
Thane West,761,2,28000000
Thane West,944,3,18100000
Thane West,632,2,12600000
Thane West,685,2,7100000
Thane West,706,2,21700000
Thane West,1091,3,33100000
Thane West,762,2,21800000
Thane West,519,2,25400000
Ulwe,1059,2,25600000
Powai,651,2,37800000
Powai,928,3,35100000
Powai,642,2,32100000
Powai,735,2,26500000
Powai,788,2,54200000
Powai,1094,3,34600000
Powai,1020,3,34600000
Powai,928,3,33400000
Powai,772,2,22200000
Powai,1613,4,27300000
Powai,1023,3,27900000
Powai,1023,3,36900000
Powai,997,3,18000000
Powai,645,2,2650000
Powai,733,2,6600000
Powai,744,2,7000000
Powai,970,3,8100000
Malad West,950,2,17000000
Ulwe,420,1,4179999
Mira Road East,850,2,4050000
Mira Road East,950,3,4050000
Borivali East,372,1,4170000
Santacruz East,747,1,38500000
Koproli,790,2,4200000
Koproli,810,2,4150000
Koproli,810,2,4150000
Koproli,850,2,11500000
Khar West,942,2,2700000
Koproli,870,2,7500000
Koproli,990,2,6500000
Koproli,990,2,4000000
Ulwe,1240,2,10000000
Ulwe,400,1,9499000
Kharghar,950,2,13000000
Kharghar,650,1,14000000
Malad West,310,1,18000000
Ulwe,1335,2,22500000
Borivali West,580,1,6100000
Kandivali West,685,2,15100000
Kandivali West,850,2,12500000
Kandivali West,780,2,16500000
Borivali West,980,2,15100000
Karanjade,1035,2,12500000
Ghatkopar West,1238,3,12500000
Ghatkopar West,1238,2,16500000
Ghatkopar West,1350,3,14800000
Ghatkopar West,1238,3,8200000
Ghatkopar West,1238,2,27000000
Ghatkopar West,1238,2,11000000
Ghatkopar West,1350,3,9300000
Ghansoli,1200,2,14000000
Ghansoli,900,2,19000000
Malad West,1815,3,13500000
Chembur,825,1,13500000
Kharghar,1050,2,14000000
Ville Parle East,580,1,4600000
Kanjurmarg,1150,2,4400000
Seawoods,1056,2,2400000
Seawoods,1056,2,13500000
Seawoods,1055,2,15500000
Dombivli (West),640,1,23700000
Dombivli (West),600,1,5999000
Nala Sopara,575,1,4299000
Kharghar,1190,2,5999000
Kharghar,1150,2,5999000
Mulund West,1001,3,5990000
Thane West,645,1,5990000
Thane West,615,1,4199000
Thane West,905,2,3200000
Thane West,902,2,19500000
Thane West,902,2,16500000
Thane West,902,2,18000000
Thane West,625,1,16500000
Kewale,950,2,11500000
Kharghar,1600,3,9500000
Mulund West,650,2,4349000
Mulund West,850,2,3200000
Mulund West,850,2,4800000
Ulwe,1450,2,4200000
Ulwe,1100,2,4500000
Koproli,870,2,2100000
Kewale,890,2,4600000
Panvel,1600,2,4000000
Koproli,870,2,4000000
Kewale,870,2,4300000
Koproli,590,1,2600000
Koproli,850,2,25000000
Panvel,490,1,11500000
Panvel,490,1,17000000
Panvel,530,1,8500000
Ulwe,400,1,12500000
Kharghar,650,1,14000000
Kandivali East,1750,3,25000000
Koper Khairane,1075,2,14000000
Ghansoli,1200,2,18500000
Ghansoli,700,1,21000000
Andheri East,802,1,12000000
Andheri East,652,1,36500000
Andheri East,1350,2,12400000
Andheri East,650,1,17900000
Andheri East,1020,2,15000000
Andheri East,1050,2,17700000
Andheri East,864,1,12100000
Andheri East,1950,3,13000000
Andheri East,650,1,13000000
Andheri East,1100,2,11500000
Wadala,1395,2,15800000
Thane West,984,3,11000000
Thane West,676,2,16600000
Thane West,725,2,15500000
Thane West,725,2,14900000
Thane West,641,2,14800000
Thane West,880,3,15700000
Thane West,616,2,15500000
Thane West,981,2,13500000
Thane West,915,2,20000000
Thane West,883,2,12900000
Thane West,879,2,9000000
Thane West,928,2,16000000
Thane West,919,2,7600000
Thane West,800,2,7600000
Thane West,1012,3,5500000
Thane West,766,2,5500000
Kandivali East,535,1,6190000
Chembur,1200,3,7800000
Mira Road East,975,2,58500000
Mira Road East,975,2,7400000
Kalwa,565,1,40300000
Kalwa,565,1,13000000
Mira Road East,756,1,35000000
Malad West,700,1,6500000
Powai,2500,4,13000000
Panvel,880,2,3188000
Powai,1750,3,15100000
Koper Khairane,1075,2,30000000
Santacruz West,960,2,30000000
Beturkar Pada,1100,2,11000000
Thane West,1150,3,28500000
Ambernath West,797,1,27500000
Thane West,957,3,30000000
Kharghar,3500,4,2300000
Kharghar,3500,4,2300000
Kalyan West,1545,3,8900000
Kharghar,3500,4,2000000
vile parle west,840,2,2800000
Andheri West,1195,2,7150000
Virar,640,1,2600000
Virar,640,1,2600000
Mira Road East,1017,2,7000000
Nala Sopara,525,1,7200000
Dronagiri,555,1,4250000
Kalyan East,1060,2,39000000
Dronagiri,530,1,18200000
Syndicate,385,1,2300000
Kalyan East,1060,2,11000000
Kalyan East,1060,2,3800000
Kamothe,640,1,3800000
Powai,1340,3,4000000
Powai,970,2,3400000
Kalyan West,350,1,3300000
Borivali West,580,1,3200000
Andheri East,300,1,3500000
Andheri East,300,1,4700000
Andheri East,300,1,4600000
Koproli,550,1,4500000
Koproli,550,1,4500000
Koproli,550,1,12000000
Koproli,550,1,12000000
Koproli,650,2,4275000
Koproli,650,2,4250000
Koproli,650,2,4200000
Koproli,650,2,17500000
Vikroli East,750,2,12000000
Vikroli East,750,2,18000000
Kamothe,660,1,18000000
Kamothe,650,1,17000000
Kamothe,640,1,25000000
Dahisar,1300,3,91800000
Santacruz East,900,2,91800000
Vashi,1000,2,3061000
Vashi,1000,2,2116000
Borivali West,900,2,2063000
Borivali West,1250,3,2929000
Nerul,2600,4,2750000
Nerul,2600,4,3900000
Badlapur East,972,2,3100000
Badlapur East,672,1,8500000
Badlapur East,655,1,22000000
Badlapur East,930,2,13000000
Kalyan West,700,1,5690000
Kalyan West,650,1,8413000
Goregaon East,400,1,4200000
Thane West,450,1,5599000
Borivali West,1000,2,5200000
Parel,510,1,3250000
Mira Road East,769,1,7998999
Mira Road East,1137,2,3200000
Kalyan West,555,1,3150000
Kalyan West,950,2,3300000
Kalyan West,950,2,6000000
Kalyan West,600,1,4699000
Kalyan West,1060,2,5299000
Kalyan West,600,1,10100000
Kalyan West,585,1,7998999
Kalyan West,600,1,3300000
Kalyan West,982,2,3999000
Gandhar Nagar,710,1,4999000
Kalyan West,860,2,4499000
Kalyan West,1431,3,4099000
Kalyan West,1080,2,3699000
Kalyan West,607,1,4200000
Kalyan West,688,1,4500000
Kalyan West,768,1,3800000
Kalyan West,810,2,3250000
Kalyan West,565,1,4100000
Kalyan West,650,1,4100000
Kalyan West,650,1,6300000
Kalyan West,810,2,4999000
Kalyan West,650,1,3250000
Kalyan West,600,1,4500000
Kalyan West,650,1,5500000
Kalyan West,650,1,9200000
Kalyan West,964,2,9700000
Kalyan West,750,1,9700000
Kalyan West,600,1,3500000
Kalyan West,1000,2,13000000
Kalyan West,966,2,4000000
Chembur,600,1,7500000
Ulwe,1150,2,7500000
Ulwe,1150,2,3800000
Ulwe,687,1,4800000
Jogeshwari West,880,2,10800000
Ulwe,679,1,5600000
Ulwe,1155,2,8750000
Ulwe,1055,2,4700000
Ulwe,667,1,5600000
Ulwe,687,1,5700000
Dahisar East,1026,2,46500000
Mira Road East,540,1,7200000
Dahisar East,792,2,4800000
Mira Road East,500,1,16000000
Mira Road East,560,1,16000000
Mira Road East,540,1,4500000
Andheri West,1250,3,12000000
Thane West,650,2,2000000
Thane West,550,1,7800000
Powai,970,2,7800000
Chembur,1150,2,7500000
Taloja,650,1,4600000
Kharghar,1375,3,2100000
Nala Sopara,590,1,13899999
Kamothe,1103,2,13000000
Kamothe,1103,2,16200000
Ulwe,1155,2,12500000
Ulwe,685,1,7800000
Nala Sopara,582,1,8900000
Marol,1200,2,8300000
Ulwe,1350,3,22500000
Powai,810,2,34500000
Kandivali West,680,2,7000000
Mira Road East,960,2,12500000
Thane West,750,1,18000000
Thane West,750,1,25000000
Kandivali East,1655,3,25000000
Kandivali East,2465,4,17000000
Panvel,750,2,10000000
Kandivali East,765,2,3488000
Kandivali East,1120,2,20000000
Kandivali East,1750,3,12000000
Powai,1313,3,11500000
Sanpada,1400,3,3000000
Kharghar,1234,2,19000000
Virar West,660,1,3100000
Borivali West,925,2,8192000
Borivali West,525,1,5401000
Borivali West,575,1,6798999
Dombivli (West),450,1,4801000
Kharghar,1600,3,120000000
Goregaon East,400,1,6200000
Thane West,703,2,3200000
Thane West,461,1,15500000
Thane West,577,2,37500000
Thane West,416,1,21000000
Shastri Nagar,3000,4,55000000
Ulwe,700,1,8900000
Karanjade,620,1,5300000
Kharghar,1515,3,4500000
Kharghar,1750,3,8800000
Kharghar,1900,3,9700000
Bandra East,2000,3,16399999
Ulwe,1100,2,8200000
Borivali West,325,1,39600000
Byculla,325,1,26800000
Mira Road East,1050,2,11900000
Borivali West,560,1,20299999
Thane West,808,2,13700000
Thane West,450,1,15500000
Thane West,1753,4,19500000
Thane West,1324,3,13000000
Thane West,598,2,16399999
Thane West,991,3,8200000
Thane West,663,2,39600000
Thane West,761,2,26800000
Thane West,944,3,11900000
Thane West,632,2,20299999
Thane West,808,2,13700000
Thane West,450,1,15500000
Thane West,1753,4,19500000
Thane West,1324,3,13000000
Thane West,598,2,11500000
Thane West,991,3,12100000
Thane West,663,2,11000000
Thane West,761,2,17700000
Thane West,944,3,13000000
Thane West,632,2,12100000
Thane West,641,2,15800000
Thane West,676,2,8995000
Thane West,616,2,8978000
Thane West,984,3,10600000
Thane West,725,2,11500000
Thane West,676,2,5950000
Thane West,880,3,6320000
Mira Road East,630,2,6220000
Mira Road East,629,2,8000000
Mira Road East,720,2,2057000
Mira Road East,789,3,3722999
Mira Road East,769,1,6320000
Mira Road East,365,1,6220000
Mira Road East,349,1,8000000
Mira Road East,534,2,6320000
Boisar,605,1,7020000
Boisar,1095,3,9370000
Mira Road East,365,1,6450000
Mira Road East,349,1,9550000
Mira Road East,534,2,8200000
Mira Road East,384,1,7400000
Mira Road East,426,1,9550000
Mira Road East,583,3,8200000
Mira Road East,455,2,9990000
Mira Road East,633,3,9650000
Mira Road East,539,2,14500000
Mira Road East,505,2,17600000
Mira Road East,693,1,14000000
Mira Road East,538,2,12600000
Mira Road East,981,2,10000000
Mira Road East,645,3,15700000
Chembur,649,2,12500000
Chembur,783,3,3988000
Chembur,623,2,3308000
Chembur,561,1,3661000
Chembur,447,1,2057000
Chembur,699,2,3722999
Chembur,557,2,11500000
Boisar,1108,3,6152000
Boisar,973,1,3459000
Boisar,1077,3,4371000
Boisar,605,1,3574000
Boisar,1095,3,4584000
Mira Road East,1386,3,3326000
Mira Road East,769,1,6694000
Virar,362,1,6663000
Virar,510,2,13400000
Virar,374,1,9774000
Virar,535,2,13200000
Virar,348,1,9550000
Mira Road East,400,1,8200000
Mira Road East,398,1,9990000
Mira Road East,783,3,9650000
Mira Road East,571,2,14500000
Mira Road East,773,3,17600000
Mira Road East,693,1,14000000
Mira Road East,538,2,12600000
Mira Road East,981,2,12900000
Mira Road East,645,3,16800000
Chembur,649,2,16399999
Chembur,783,3,19400000
Chembur,623,2,12300000
Chembur,561,1,10000000
Chembur,576,2,15700000
Chembur,751,2,12500000
Chembur,731,2,3459000
Chembur,863,3,4371000
Chembur,547,2,3574000
Chembur,447,1,4584000
Chembur,699,2,3326000
Chembur,557,2,11500000
Virar,362,1,6152000
Virar,510,2,3300000
Virar,374,1,6500000
Virar,535,2,2300000
Virar,348,1,5600000
Mira Road East,1386,3,2200000
Mira Road East,769,1,6800000
Dombivali,637,1,2200000
Thane West,550,1,10000000
Naigaon East,400,1,10000000
Dahisar,600,1,2200000
Nala Sopara,620,1,2200000
Kharghar,605,1,10500000
Nala Sopara,585,1,14600000
Kharghar,1120,2,3000000
Kharghar,1120,2,33500000
Nala Sopara,585,1,33500000
Nala Sopara,550,1,8500000
Ulwe,1140,2,12000000
Thane West,850,2,12000000
Nala Sopara,830,2,39900000
Andheri West,912,2,9300000
Seawoods,2040,3,13799999
Kharghar,1050,2,12000000
Ulwe,1150,3,11000000
Ulwe,1150,3,6500000
Borivali East,2500,4,25000000
Malad West,600,1,24000000
Malad West,1000,2,4200000
Ulwe,1580,3,3400000
Ulwe,1650,3,5900000
Ulwe,735,1,5900000
Belapur,1850,3,14800000
Andheri West,660,2,22500000
Dombivali,455,1,50000000
Panvel,580,1,46000000
Panvel,950,2,80000000
Panvel,950,2,29700000
Mira Road East,1460,3,40000000
Andheri West,1050,2,17500000
Andheri West,2300,3,6500000
Thane West,2580,4,6500000
Andheri West,2590,5,65000000
Thane West,2015,3,2700000
Andheri West,1295,3,2600000
Kandivali West,1075,2,9500000
Ghansoli,670,1,3400000
Mulund East,385,1,20700000
Bandra West,2200,3,10500000
Koproli,610,1,10500000
Koproli,610,1,2500000
Mulund East,575,1,3100000
Koproli,610,1,40000000
Mulund East,1450,2,4200000
Thane West,956,2,3400000
Thane West,956,2,3300000
Koproli,590,1,3200000
Koproli,600,1,4200000
Juhu,950,3,3200000
Koproli,1100,2,11500000
Koproli,590,1,18000000
Koproli,590,1,23500000
Koproli,630,1,4260000
Koproli,700,2,4600000
Koproli,460,1,4500000
Andheri East,720,1,4800000
Andheri East,900,2,7500000
Kandivali West,1035,3,7500000
Padle Gaon,695,1,5350000
Koproli,670,2,19500000
Koproli,690,2,25000000
Koproli,670,2,47500000
Thane West,650,1,4200000
Thane West,650,1,10200000
Mira Road East,610,1,5099000
Koper Khairane,1800,3,7298999
Vashi,1800,3,6000000
Vashi,2050,4,7800000
Goregaon East,544,1,9800000
Mira Road East,786,3,6320000
Mira Road East,384,1,6450000
Mira Road East,538,2,9500000
Mira Road East,349,1,7600000
Mira Road East,534,2,9600000
Mira Road East,786,3,8500000
Mira Road East,384,1,8200000
Mira Road East,426,1,7700000
Mira Road East,583,3,6100000
Mira Road East,455,2,6500000
Mira Road East,633,3,7900000
Mira Road East,1098,2,8300000
Mira Road East,539,2,12000000
Mira Road East,505,2,9700000
Mira Road East,365,1,12800000
Mira Road East,693,1,21000000
Mira Road East,538,2,13799999
Mira Road East,981,2,13000000
Mira Road East,1386,3,15500000
Mira Road East,645,3,14000000
Thane West,687,2,15800000
Thane West,1153,3,22000000
Thane West,746,2,13000000
Thane West,713,2,7700000
Thane West,828,2,8600000
Thane West,811,2,5500000
Thane West,848,2,5500000
Thane West,1234,3,8500000
Thane West,698,2,12800000
Kamothe,1010,2,13200000
Kamothe,1177,2,9400000
Ulwe,700,2,10000000
Ulwe,700,2,8400000
Koper Khairane,950,2,18000000
Thane West,750,2,26000000
Ulwe,1548,3,22500000
Ulwe,1250,2,92400000
Ulwe,1180,2,113400000
Airoli,952,2,139500000
matunga east,610,1,85000000
Andheri West,1200,3,12000000
Andheri West,1040,2,12000000
Andheri West,3080,3,27000000
Andheri West,3780,4,35000000
Andheri West,4650,5,70000000
Ville Parle East,2100,5,23000000
Santacruz East,550,1,16000000
Santacruz East,550,1,5950000
Seawoods,1281,2,8000000
Seawoods,1650,3,22500000
Seawoods,4250,3,7500000
Seawoods,1850,3,16200000
Kanjurmarg,1054,2,16800000
Thane West,540,1,8400000
Thane West,600,2,8400000
Seawoods,1281,2,9500000
Koper Khairane,528,1,9200000
Andheri West,1057,2,11500000
Goregaon West,830,1,12500000
Panvel,950,2,10200000
Panvel,950,2,7500000
Panvel,1200,2,14000000
Panvel,1150,2,9000000
Dahisar East,1026,2,25800000
Koper Khairane,989,2,13000000
Dahisar East,927,2,13000000
Malad East,385,1,23000000
Malad West,1050,2,23500000
Ulwe,1145,2,23000000
Borivali East,890,3,13000000
Malad West,1050,2,9500000
Borivali West,500,2,9500000
Kharghar,1800,3,2000000
Belapur,1850,3,2200000
Belapur,1850,3,24000000
Kharghar,1050,2,9500000
Borivali West,450,1,3000000
Borivali West,450,1,23000000
Boisar,820,2,2520000
Boisar,820,2,2576000
Kandivali West,828,2,2836000
Malad West,750,1,240000000
Kalwa,330,1,2520000
Andheri West,950,2,18500000
Ambernath West,630,1,2576000
Ambernath West,644,1,2520000
Ambernath West,709,1,2520000
Bandra West,3000,2,2576000
Ambernath West,630,1,2576000
Goregaon West,980,2,2520000
Ambernath West,644,1,3064000
Ambernath West,630,1,3188000
Ambernath West,630,1,19000000
Ambernath West,644,1,19000000
Ambernath West,644,1,25000000
Ambernath West,630,1,30000000
Ambernath West,766,1,4800000
Ambernath West,797,1,8500000
Goregaon West,980,2,8000000
Goregaon West,980,2,4400000
Vashi,1600,3,4500000
Vashi,1212,3,23500000
Andheri East,250,1,47500000
Panvel,1300,1,5250000
Panvel,1200,1,3900000
Panvel,550,1,19500000
Panvel,650,1,4100000
Andheri West,1100,2,9400000
Prabhadevi,1650,3,18000000
Ulwe,679,1,18000000
Taloja,724,1,19000000
Chembur,1278,2,19000000
Karanjade,645,1,26800000
Malad West,650,1,19100000
Chembur,1278,2,19500000
Chembur,1278,2,10500000
Kandivali West,721,2,13500000
Kandivali West,721,2,13799999
Chembur,1787,3,11500000
Chembur,1278,2,16500000
Goregaon West,1435,3,3500000
Ulwe,1140,2,9800000
Ulwe,1635,3,14800000
Ulwe,1635,3,13500000
Ulwe,1260,2,3500000
Ghansoli,1240,2,9300000
Badlapur East,450,1,3800000
Kandivali East,660,2,30000000
Ulwe,1660,3,8600000
Ulwe,1385,3,8200000
Sector-8 Ulwe,650,1,9000000
Mira Road East,960,2,5400000
Virar,890,2,10000000
Vashi,2000,4,4000000
Kamothe,1150,2,8400000
Kamothe,1109,2,7300000
Panvel,1125,2,4350000
Mira Road East,675,1,5800000
Andheri East,475,1,26000000
Karanjade,680,1,14600000
Airoli,660,1,30000000
Airoli,600,1,8700000
Thane West,660,1,8700000
Ghansoli,660,1,10600000
Goregaon West,1250,3,8700000
Thane West,850,2,28500000
Malad West,1815,3,37700000
Ulwe,1158,2,11500000
Ulwe,1158,2,29000000
Mulund West,644,1,12500000
Borivali East,595,1,9000000
Goregaon West,1289,3,8800000
Goregaon West,1556,3,8300000
Ulwe,1550,3,9800000
Kandivali East,1475,3,8300000
Ulwe,1570,3,8500000
Ulwe,1155,2,9000000
Ulwe,1157,2,6500000
Ulwe,1157,2,18500000
Ulwe,1165,2,22500000
Ulwe,1140,2,22500000
Ulwe,1155,2,5800000
Ghansoli,1225,3,7700000
Kharghar,650,1,8000000
Powai,1150,2,9500000
Andheri West,768,2,10000000
Andheri West,768,2,3600000
Ulwe,650,1,79000000
Kharghar,1162,2,4400000
Ulwe,879,2,22000000
Ulwe,1200,2,9200000
Goregaon West,650,1,2200000
Dombivali East,500,1,11000000
Goregaon East,3300,6,11000000
Mira Road East,550,1,8200000
Andheri West,1200,3,2650000
Ulwe,1165,2,30000000
Boisar,820,2,9100000
Mulund East,550,1,9100000
Sector 17 Ulwe,1250,2,33000000
Ulwe,1100,2,33500000
Dombivli (West),380,1,19200000
Vashi,2000,4,13000000
Mulund West,600,1,10500000
Mulund West,600,1,6500000
Mulund East,1700,5,7500000
Mulund East,1650,4,17000000
Borivali West,1150,2,12300000
Kandivali West,800,2,12000000
Kandivali West,575,1,17500000
Borivali West,380,1,11500000
Borivali West,435,1,10000000
Kandivali West,1100,2,18000000
Kandivali West,525,1,17000000
Kandivali West,750,1,16000000
Borivali West,650,2,9400000
Borivali West,585,1,9600000
Kandivali West,610,1,9500000
Kamothe,2250,2,8000000
Kamothe,2250,3,7700000
Kamothe,2200,3,7500000
Kamothe,1800,3,8000000
Kamothe,1500,3,7500000
Kamothe,1400,3,15000000
